			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000238	DNA	Helitron	4736	0	0	981	2962	0	1111	0	0	0	0	0	0	19	400	66	316	66	0	334	97	0	299	97	291	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000784	DNA	Helitron	4159	2326	0	0	0	0	0	0	0	0	0	0	0	0	89	0	136	0	117	343	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000305	MITE	DTA	321	0	0	0	0	0	0	0	260	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000664	DNA	Helitron	892	0	0	0	0	0	0	194	0	194	0	194	3072	0	1531	820	0	219	178	264	492	355	0	175	848	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000298_INT	LTR	Gypsy	10896	0	0	573	2175	397	0	6784	0	11110	4069	12721	7823	7823	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000583_INT	LTR	Copia	0	0	0	0	0	0	0	0	0	0	0	0	4670	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000770	DNA	DTM	112	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000504_LTR	LTR	Gypsy	1074	358	0	0	0	0	0	360	0	233	0	0	0	0	0	368	0	0	0	0	0	148	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000897	DNA	DTM	380	435	387	415	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	373	433	1122	184	445	1585	818	1255	1274	875	250	641	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000766	DNA	Helitron	3353	2843	3763	4803	0	0	0	40	175	378	698	0	603	1368	104	162	929	458	49	512	74	0	0	0	0	0	0	0	1222	0	0	51	0	0	195	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000408_LTR	LTR	Gypsy	454	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000450_LTR	LTR	Gypsy	1203	512	3590	1676	0	0	1548	0	0	0	0	0	0	526	388	0	0	226	0	281	911	1671	2385	2870	2787	1772	2454	4367	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000597_LTR	LTR	Copia	289	0	0	0	339	0	0	0	0	0	0	0	0	0	0	348	0	0	307	0	0	262	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000604_LTR	LTR	Gypsy	519	0	0	519	993	1029	2060	5283	6621	4038	1478	1531	1758	1029	1533	397	1028	1538	150	0	0	926	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000763	DNA	Helitron	0	0	0	0	0	0	0	2380	0	161	195	0	0	91	0	0	204	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000595_LTR	LTR	Gypsy	134	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000774	DNA	DTM	3732	3729	0	3550	444	0	0	0	0	0	90	36	0	0	54	0	0	0	0	0	0	0	0	0	0	0	95	139	0	0	0	469	0	748	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000516	DNA	Helitron	0	348	0	0	463	0	3601	4443	3380	2827	624	1808	47	51	13	1064	8	0	331	130	498	430	219	0	867	0	182	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000354	DNA	Helitron	7482	76	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	264	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000297	DNA	Helitron	745	0	98	198	0	68	511	0	0	0	0	346	409	0	0	0	72	206	142	132	0	0	115	0	0	56	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000900_INT	LTR	Gypsy	4743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	916	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000889_INT	LTR	Copia	0	0	0	0	0	8335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2771	302	0	1390	1446	164	3197	0	2502	1422	5600	5595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000751_INT	LTR	Gypsy	5184	2033	4455	163	290	69	0	59	484	182	314	282	320	766	57	202	1038	1319	1358	1764	3938	3993	5008	4403	5562	5019	2009	791	611	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000743_INT	LTR	Gypsy	357	714	944	714	439	815	714	1102	353	32	0	0	0	0	466	0	0	1182	0	109	356	0	0	0	0	0	0	0	0	0	0	2959	3082	2032	2186	911	953	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000780	DNA	DTA	851	0	0	599	602	0	0	251	238	0	0	0	0	0	631	0	0	0	0	0	94	0	395	0	10	80	153	15	62	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000306_INT	LTR	Gypsy	4618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000013	DNA	DTM	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000148	DNA	DTC	1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000655_INT	LTR	Gypsy	1256	0	0	600	0	0	0	473	617	262	769	2023	938	925	1870	870	452	1196	1424	1250	1371	579	1530	1355	515	1267	739	1404	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000319_INT	LTR	Gypsy	4182	0	1338	3202	449	0	0	7059	4971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000812	DNA	Helitron	651	0	0	0	16	0	2130	2154	159	402	172	1675	1316	3000	3318	4005	1068	1025	2598	478	530	1282	356	60	287	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000635	DNA	DTC	636	0	0	636	0	0	0	0	0	0	0	0	0	0	0	210	0	210	630	0	347	1035	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000921	DNA	Helitron	12936	0	0	0	0	0	0	0	0	0	0	0	0	598	1380	218	3152	418	2353	771	2946	146	523	487	268	1300	1029	3701	1792	1354	1609	1368	4774	928	198	576	92	293	0	315	0	0	0	0	0	0	0	0	0	0
TE_00000429	DNA	Helitron	295	0	0	0	0	0	0	0	0	0	0	0	0	0	154	207	0	677	650	139	763	314	192	151	103	281	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000705_LTR	LTR	unknown	1581	0	78	0	0	1238	0	7048	5768	2170	2446	3945	2484	1589	616	4157	1413	979	1231	385	1272	285	230	247	356	343	0	0	0	0	572	0	186	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000810	DNA	DTC	4914	0	0	0	0	0	853	2819	3043	988	89	990	140	0	0	1985	0	200	0	308	2166	3676	8970	7926	9017	11693	5046	9912	6565	3246	2982	1671	484	114	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000099	DNA	Helitron	2185	104	0	0	0	0	0	90	0	29	0	0	62	117	0	0	0	77	0	187	206	365	102	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000781_INT	LTR	Gypsy	329	357	1217	958	0	0	0	7429	54400	31056	5133	0	0	0	4106	0	0	941	0	0	0	0	0	0	767	306	0	0	1040	214	0	386	0	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000618_INT	LTR	Copia	0	0	0	0	0	0	5056	0	5059	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	99	2005	117	0	0	0	0	0	865	224	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000017	DNA	Helitron	677	1874	0	89	0	0	106	0	0	0	0	88	106	0	169	0	0	87	96	0	0	353	60	0	75	84	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000345_INT	LTR	unknown	2210	1732	799	810	3059	3401	2458	301	1067	956	187	155	194	110	806	567	544	204	768	520	948	924	1512	3064	1519	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000637_LTR	LTR	Gypsy	872	0	1735	870	0	116	0	0	0	447	0	367	874	316	1906	3040	477	1328	3493	2688	3209	2550	1703	137	1112	292	1288	136	244	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000114	DNA	DTC	1552	270	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000020	DNA	DTH	2054	262	201	0	214	153	0	430	0	561	0	109	471	690	145	895	237	336	311	147	0	283	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000732_LTR	LTR	Copia	205	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	187	0	157	157	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000914_INT	LTR	Gypsy	4517	1482	0	32	852	0	1546	0	136	244	66	223	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000108	DNA	DTC	1058	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000588	MITE	DTH	98	0	0	52	0	0	0	53	0	0	37	43	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000552_INT	LTR	Copia	4244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12604	8519	0	4247	0	0	0	0	0	0	0	0	4282	0	334	1531	0	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000158	DNA	Helitron	2192	106	0	910	0	0	0	0	0	350	0	0	0	386	108	191	88	0	1501	913	818	206	456	67	213	0	113	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000884_LTR	LTR	Gypsy	432	432	432	0	0	69	0	171	0	431	128	0	156	862	433	156	0	0	211	0	422	1027	1173	1058	842	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000489_LTR	LTR	Copia	586	0	582	187	0	489	1273	702	1613	1496	814	317	118	279	0	486	42	190	0	116	250	390	673	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000820	DNA	DTM	4387	0	0	0	0	0	0	0	0	1221	0	0	482	0	0	0	0	1156	75	0	157	92	373	574	698	563	871	387	1413	173	78	322	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000151	DNA	Helitron	2618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000304_LTR	LTR	Gypsy	1152	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	152	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000080	DNA	Helitron	3194	227	1720	0	0	0	0	298	0	626	0	1373	157	1750	455	612	119	231	0	377	0	0	209	224	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000425	MITE	DTM	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	73	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000626_INT	LTR	Copia	4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	4343	0	0	0	0	0	54	72	0	0	3504	0	0	188	0	2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000133	DNA	Helitron	8554	413	84	54	196	0	185	495	0	0	1725	101	2082	3347	1797	2445	5470	4165	4201	5393	3390	6124	5217	1401	2462	1338	2114	3639	495	0	343	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000836	DNA	Helitron	0	1958	0	0	0	557	0	0	1136	672	0	0	316	0	434	453	0	0	0	0	0	0	0	0	0	0	99	0	0	0	307	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000101	DNA	DTC	3174	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000720_INT	LTR	Copia	0	0	0	0	4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000565	DNA	Helitron	1873	1114	768	0	0	0	507	2231	225	0	909	451	458	686	66	456	601	562	197	0	329	423	376	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000198	DNA	DTM	1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000280	DNA	DTH	1022	94	0	0	0	0	0	394	0	224	0	0	94	90	475	258	171	1311	1010	536	829	492	282	172	0	0	0	0	1694	70	210	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000543_LTR	LTR	Copia	238	119	0	0	0	0	0	0	0	0	119	0	0	0	110	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000136	DNA	Helitron	4685	96	0	149	0	262	112	0	0	0	0	0	0	0	255	40	260	0	612	0	0	465	735	362	253	239	322	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000706_LTR	LTR	Copia	1452	0	652	706	0	144	0	0	0	0	307	0	306	614	1224	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000397_INT	LTR	Gypsy	6432	2393	0	696	5045	2918	5536	2056	8699	6577	19603	0	0	14839	8117	0	3242	0	0	0	652	0	597	594	158	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000553_INT	LTR	Copia	0	0	0	0	0	0	0	0	0	0	0	0	48	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000719_LTR	LTR	Copia	213	0	0	0	0	213	0	0	0	0	0	0	150	0	140	138	124	153	0	0	0	300	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000645_LTR	LTR	unknown	1162	1224	0	526	1902	1727	2589	9606	6843	3348	3093	3624	2956	817	517	1131	2035	1627	1240	574	611	1216	2297	1654	460	182	1494	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000715	DNA	Helitron	1932	1943	0	990	18157	16615	10447	4931	1831	6627	5610	3915	318	1559	549	312	150	18	761	24	87	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000424_LTR	LTR	Copia	170	170	0	0	140	0	0	0	0	0	0	0	164	163	0	0	0	0	0	0	0	171	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000066	DNA	Helitron	1432	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000323	DNA	Helitron	2442	0	0	0	0	0	0	0	0	299	0	312	396	569	410	779	435	303	199	769	235	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000070	DNA	DTM	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000493_INT	LTR	unknown	2899	0	287	1986	186	303	557	6934	7171	2279	119	3241	2375	533	240	378	357	75	242	432	86	69	0	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000832_LTR	LTR	Gypsy	0	1249	1231	859	0	72	618	466	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000799_INT	LTR	Gypsy	5392	15873	10186	9923	56641	10147	12564	4900	16971	24931	7347	2226	244	180	0	0	0	4700	11750	2952	4292	0	2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000277	DNA	DTC	3638	0	0	0	372	0	0	0	179	111	261	146	106	0	85	178	0	48	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000660_INT	LTR	Copia	4753	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3549	1790	150	7568	2447	496	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000724_INT	LTR	Gypsy	2048	0	129	0	1796	0	0	358	682	469	0	0	0	940	331	0	1186	0	0	0	0	0	0	66	0	0	37	0	0	0	0	0	461	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000477	DNA	DTM	665	0	0	0	0	0	0	0	57	0	0	0	0	0	113	0	0	0	0	0	275	125	0	0	0	0	0	363	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000405	DNA	Helitron	11487	3905	4282	0	474	58	5118	3283	2957	1465	1517	2639	4091	2186	1462	3100	2183	1269	7204	7363	377	3880	4819	5278	4635	7045	7194	1248	540	361	0	2255	3998	2174	10313	5939	2385	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000906	MITE	DTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000761_INT	LTR	unknown	3901	16500	9530	14632	14752	7042	1138	78	26	0	40	0	0	54	0	0	0	0	207	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000157	DNA	Helitron	13727	1408	36	1007	627	111	79	2903	2852	348	4173	98	2223	768	924	204	771	540	473	463	525	1943	507	667	246	494	1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000341_INT	LTR	Gypsy	4755	0	0	0	0	0	4796	0	0	4805	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4201	4638	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000666_LTR	LTR	Copia	427	0	0	427	411	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000688_LTR	LTR	Gypsy	2484	0	0	0	480	0	935	1533	1617	3411	371	684	0	0	0	139	0	330	0	0	334	0	0	430	290	0	0	436	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000169	DNA	Helitron	6245	732	324	1215	461	154	497	366	396	0	103	35	0	399	187	797	323	557	936	2104	1047	860	2092	991	912	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000235	DNA	Helitron	9617	885	2823	1579	99	105	0	41	0	0	0	190	0	43	0	63	0	263	116	847	458	565	98	741	766	96	503	1163	900	0	163	0	370	118	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000310	MITE	DTA	188	0	0	0	0	0	31	0	0	0	30	0	187	0	0	0	0	0	0	0	0	194	53	147	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000671_INT	LTR	Copia	4581	0	0	0	0	267	0	0	36	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000758_INT	LTR	Gypsy	4553	0	0	0	0	0	0	0	0	0	0	0	2580	0	0	0	0	765	0	0	0	0	0	0	0	0	0	2819	2655	6806	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000868_INT	LTR	Copia	3414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000687_INT	LTR	Copia	5026	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	4676	0	0	0	0	0	5041	0	1349	0	0	0	0	2652	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000494_LTR	LTR	Copia	137	137	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000694	MITE	DTA	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	606	0	111	703	482	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000040	DNA	Helitron	24135	0	0	0	50	0	50	86	84	44	7518	3375	2452	7694	0	265	0	3557	138	3819	1631	1001	672	1921	1044	531	1386	496	7668	4856	2764	4491	1830	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000578_INT	LTR	Gypsy	0	0	1891	32	0	377	0	405	0	115	283	0	1324	677	0	0	0	9	0	0	59	0	0	0	0	0	0	0	0	0	0	0	1276	1091	331	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000203	DNA	DTC	700	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000880_INT	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	50	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000398_LTR	LTR	Copia	152	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000415_INT	LTR	Gypsy	0	0	5062	0	0	0	5063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	2055	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000044	DNA	Helitron	4455	2129	0	569	0	1349	643	355	419	241	827	0	17	462	274	216	80	106	17	197	507	42	233	0	243	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000039_INT	LTR	Gypsy	3046	4495	0	0	5412	0	3069	5284	0	0	5041	748	208	2809	3556	1622	1295	800	665	1252	2530	0	1182	2535	600	205	1514	391	0	219	952	0	284	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000561	DNA	DTA	922	0	0	0	0	0	1522	138	1935	2088	4031	1460	1388	0	418	177	0	734	143	144	148	0	531	398	104	173	196	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000584	DNA	DTM	7432	3973	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	112	0	0	63	50	0	0	1104	96	429	2519	3358	1013	1701	775	532	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000147	DNA	DTC	3376	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	298	260	0	0	177	516	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000256	DNA	Helitron	6552	105	152	0	0	0	0	0	35	0	38	62	193	127	0	0	473	0	76	0	0	122	244	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
